Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GR+GI,shanghai,10,3,921.6334819,3.00E-05,0
KM+BF,shanghai,10,3,1078.366951,0.0208778,0
KM+CH,shanghai,10,3,1083.961307,0.0209904,0
KM+GAR,shanghai,10,3,1078.366951,1.6650957,0
KM+GI,shanghai,10,3,1426.306514,0.019135,0
KM+GR,shanghai,10,3,1078.879461,0.0187372,0
BF+GI,sydney,10,3,930.6060817,17.2069415,0
BFTG,sydney,10,3,inf,257400,0
CH+GI,sydney,10,3,916.8917435,0.0073608,0
GAC+GI,sydney,10,3,1360.234963,5.4466531,0
GAC+GR,sydney,10,3,797.1124687,2.6632626,0
GAC+GR+BF,sydney,10,3,795.9318878,2.6640589,0
GACC+GI,sydney,10,3,1356.039943,6.3438191,0
GACC+GR,sydney,10,3,797.1124687,1.9782057,0
GACC+GR+BF,sydney,10,3,795.9318878,1.9790229,0
GAR+GI,sydney,10,3,934.4868387,0.7939601,0
GATG,sydney,10,3,800.7678351,1.1544666,0
GITG,sydney,10,3,937.8295131,0.0050157,0
GR+GI,sydney,10,3,935.298559,3.71E-05,0
KM+BF,sydney,10,3,964.6906368,0.0215944,0
KM+CH,sydney,10,3,966.2236492,0.0179351,0
KM+GAR,sydney,10,3,964.6906368,1.4292559,0
KM+GI,sydney,10,3,1371.771265,0.0163239,0
KM+GR,sydney,10,3,965.2137995,0.0159493,0
BF+GI,taipei,10,3,834.1892325,17.3872954,0
BFTG,taipei,10,3,inf,257400,0
CH+GI,taipei,10,3,864.5569637,0.0028953,0
GAC+GI,taipei,10,3,1335.064848,6.0040125,0
GAC+GR,taipei,10,3,765.5389172,2.6161431,0
GAC+GR+BF,taipei,10,3,764.5885271,2.6173664,0
GACC+GI,taipei,10,3,1336.113602,5.3807537,0
GACC+GR,taipei,10,3,769.926238,2.4647758,0
GACC+GR+BF,taipei,10,3,769.6885128,2.4655525,0
GAR+GI,taipei,10,3,871.8258463,0.823581,0
GATG,taipei,10,3,764.5885271,1.1080387,0
GITG,taipei,10,3,836.5182521,0.0059732,0
GR+GI,taipei,10,3,884.944418,8.14E-05,0
KM+BF,taipei,10,3,977.3418394,0.020347,0
KM+CH,taipei,10,3,982.3405984,0.0167997,0
KM+GAR,taipei,10,3,977.3418394,1.6517079,0
KM+GI,taipei,10,3,1343.454886,0.0150317,0
KM+GR,taipei,10,3,978.4408088,0.0146678,0
BF+GI,tokyo,10,3,990.6596386,17.857515,0
BFTG,tokyo,10,3,inf,257400,0
CH+GI,tokyo,10,3,971.3246395,0.0040791,0
GAC+GI,tokyo,10,3,1508.109388,6.0449759,0
GAC+GR,tokyo,10,3,861.5209395,2.2667559,0
GAC+GR+BF,tokyo,10,3,859.2551743,2.2662289,0
GACC+GI,tokyo,10,3,1508.109388,5.7007942,0
GACC+GR,tokyo,10,3,884.9719529,1.8712687,0
GACC+GR+BF,tokyo,10,3,882.6754712,1.8734184,0
GAR+GI,tokyo,10,3,953.4935719,0.9174134,0
GATG,tokyo,10,3,859.2551743,0.8469004,0
GITG,tokyo,10,3,991.9847751,0.0049579,0
GR+GI,tokyo,10,3,992.3703551,3.22E-05,0
KM+BF,tokyo,10,3,919.8022333,0.0129188,0
KM+CH,tokyo,10,3,920.7531266,0.0137717,0
KM+GAR,tokyo,10,3,919.8022333,1.3797623,0
KM+GI,tokyo,10,3,1514.401917,0.0125333,0
KM+GR,tokyo,10,3,921.2280983,0.0122071,0
BF+GI,vancouver,10,3,597.9925491,17.431589,0
BFTG,vancouver,10,3,inf,257400,0
CH+GI,vancouver,10,3,590.2815291,0.0041821,0
GAC+GI,vancouver,10,3,909.2704029,5.624667,0
GAC+GR,vancouver,10,3,515.6851579,2.6361314,0
GAC+GR+BF,vancouver,10,3,514.6679002,2.6374831,0
GACC+GI,vancouver,10,3,905.0753838,5.0423171,0
GACC+GR,vancouver,10,3,528.0975177,2.0067522,0
GACC+GR+BF,vancouver,10,3,527.3613048,2.0080987,0
GAR+GI,vancouver,10,3,598.4636144,0.8310921,0
GATG,vancouver,10,3,515.358065,1.0608065,0
GITG,vancouver,10,3,595.2113087,0.0049801,0
GR+GI,vancouver,10,3,614.9069002,3.06E-05,0
KM+BF,vancouver,10,3,527.3613048,0.0147972,0
KM+CH,vancouver,10,3,528.6383017,0.0153502,0
KM+GAR,vancouver,10,3,527.0195375,1.5881581,0
KM+GI,vancouver,10,3,917.6604412,0.0138501,0
KM+GR,vancouver,10,3,528.0975177,0.0135217,0
BF+GI,addis_ababa,10,4,503.3467826,15.1068964,0
BFTG,addis_ababa,10,4,inf,3603600,0
CH+GI,addis_ababa,10,4,494.9541316,0.0034054,0
GAC+GI,addis_ababa,10,4,844.3764952,3.6597887,0
GAC+GR,addis_ababa,10,4,490.7237964,1.8193741,0
GAC+GR+BF,addis_ababa,10,4,490.7237964,1.8197861,0
GACC+GI,addis_ababa,10,4,846.2425206,3.4895249,0
GACC+GR,addis_ababa,10,4,492.6966897,1.3953316,0
GACC+GR+BF,addis_ababa,10,4,492.6966897,1.3957551,0
GAR+GI,addis_ababa,10,4,494.0749065,0.6097098,0
GATG,addis_ababa,10,4,495.9260369,0.5931731,0
GITG,addis_ababa,10,4,515.7846775,0.0047725,0
GR+GI,addis_ababa,10,4,504.2788363,2.50E-05,0
KM+BF,addis_ababa,10,4,540.0286237,0.0129393,0
KM+CH,addis_ababa,10,4,540.5644893,0.0138777,0
KM+GAR,addis_ababa,10,4,538.6990123,1.1697676,0
KM+GI,addis_ababa,10,4,853.7066222,0.012823,0
KM+GR,addis_ababa,10,4,540.6997426,0.0125734,0
BF+GI,amsterdam,10,4,587.5630521,15.0288309,0
BFTG,amsterdam,10,4,inf,3603600,0
CH+GI,amsterdam,10,4,593.7089043,0.0028221,0
GAC+GI,amsterdam,10,4,947.0078924,4.0285841,0
GAC+GR,amsterdam,10,4,563.7339402,1.8407661,0
GAC+GR+BF,amsterdam,10,4,563.7339402,1.8409744,0
GACC+GI,amsterdam,10,4,947.0078924,3.549328,0
GACC+GR,amsterdam,10,4,574.9991438,1.5566601,0
GACC+GR+BF,amsterdam,10,4,574.2836051,1.5568763,0
GAR+GI,amsterdam,10,4,581.6306814,0.5925692,0
GATG,amsterdam,10,4,566.5583499,0.6095956,0
GITG,amsterdam,10,4,576.9648804,0.0044599,0
GR+GI,amsterdam,10,4,592.2227418,2.46E-05,0
KM+BF,amsterdam,10,4,651.1112666,0.0128399,0
KM+CH,amsterdam,10,4,655.3778499,0.0137153,0
KM+GAR,amsterdam,10,4,651.1112666,1.226054,0
KM+GI,amsterdam,10,4,964.7351338,0.0126799,0
KM+GR,amsterdam,10,4,654.2356679,0.0124549,0
BF+GI,auckland,10,4,621.6518398,14.9478745,0
BFTG,auckland,10,4,inf,3603600,0
CH+GI,auckland,10,4,645.6526863,0.0034062,0
GAC+GI,auckland,10,4,1052.438328,3.7357425,0
GAC+GR,auckland,10,4,610.7900838,1.8175004,0
GAC+GR+BF,auckland,10,4,610.7900838,1.8176801,0
GACC+GI,auckland,10,4,1050.572302,3.7955967,0
GACC+GR,auckland,10,4,624.9591444,1.4984203,0
GACC+GR+BF,auckland,10,4,624.9591444,1.4986426,0
GAR+GI,auckland,10,4,673.2283968,0.5888649,0
GATG,auckland,10,4,610.5570499,0.6018908,0
GITG,auckland,10,4,672.8328044,0.0051069,0
GR+GI,auckland,10,4,609.1792303,2.38E-05,0
KM+BF,auckland,10,4,710.6104687,0.0113456,0
KM+CH,auckland,10,4,710.6104687,0.0119514,0
KM+GAR,auckland,10,4,710.6104687,1.1640737,0
KM+GI,auckland,10,4,1062.701467,0.0108206,0
KM+GR,auckland,10,4,710.6104687,0.010539,0
BF+GI,barcelona,10,4,660.9132255,14.9099803,0
BFTG,barcelona,10,4,inf,3603600,0
CH+GI,barcelona,10,4,681.7556582,0.0022455,0
GAC+GI,barcelona,10,4,1100.954988,3.7157927,0
GAC+GR,barcelona,10,4,628.0311892,1.7912569,0
GAC+GR+BF,barcelona,10,4,628.0311892,1.7914607,0
GACC+GI,barcelona,10,4,1099.088963,3.6277434,0
GACC+GR,barcelona,10,4,663.6287728,1.4528131,0
GACC+GR+BF,barcelona,10,4,663.6287728,1.4530319,0
GAR+GI,barcelona,10,4,670.1399797,0.604268,0
GATG,barcelona,10,4,629.8531396,0.6157571,0
GITG,barcelona,10,4,668.0647972,0.0044963,0
GR+GI,barcelona,10,4,632.5381137,2.59E-05,0
KM+BF,barcelona,10,4,727.9127832,0.0112605,0
KM+CH,barcelona,10,4,727.9127832,0.0122154,0
KM+GAR,barcelona,10,4,727.9127832,1.1688887,0
KM+GI,barcelona,10,4,1115.883191,0.0111177,0
KM+GR,barcelona,10,4,729.9767237,0.0108701,0
BF+GI,berlin,10,4,612.2565441,15.0731014,0
BFTG,berlin,10,4,inf,3603600,0
CH+GI,berlin,10,4,604.4103277,0.0032715,0
GAC+GI,berlin,10,4,1024.447947,4.1845659,0
GAC+GR,berlin,10,4,587.4351175,1.9283933,0
GAC+GR+BF,berlin,10,4,586.7931142,1.928621,0
GACC+GI,berlin,10,4,1029.11301,4.1429699,0
GACC+GR,berlin,10,4,612.1036092,1.5724134,0
GACC+GR+BF,berlin,10,4,612.1036092,1.5726214,0
GAR+GI,berlin,10,4,628.5629609,0.6864227,0
GATG,berlin,10,4,586.9138305,0.6033768,0
GITG,berlin,10,4,614.1044903,0.0054413,0
GR+GI,berlin,10,4,614.9336285,2.39E-05,0
KM+BF,berlin,10,4,775.2950374,0.017075,0
KM+CH,berlin,10,4,778.9674735,0.0142258,0
KM+GAR,berlin,10,4,775.2950374,1.2405728,0
KM+GI,berlin,10,4,1045.907239,0.0129513,0
KM+GR,berlin,10,4,777.1311333,0.0126496,0
BF+GI,birmingham,10,4,669.4725924,14.9997792,0
BFTG,birmingham,10,4,inf,3603600,0
CH+GI,birmingham,10,4,675.6673669,0.0024349,0
GAC+GI,birmingham,10,4,1150.404661,3.9176403,0
GAC+GR,birmingham,10,4,645.1612007,1.8048095,0
GAC+GR+BF,birmingham,10,4,645.1612007,1.8050256,0
GACC+GI,birmingham,10,4,1145.739598,3.4315649,0
GACC+GR,birmingham,10,4,671.6374137,1.4582593,0
GACC+GR+BF,birmingham,10,4,669.4725924,1.4586875,0
GAR+GI,birmingham,10,4,677.5664498,0.5894414,0
GATG,birmingham,10,4,674.6082924,0.6159313,0
GITG,birmingham,10,4,674.9548793,0.0044786,0
GR+GI,birmingham,10,4,677.2456138,2.35E-05,0
KM+BF,birmingham,10,4,673.7459675,0.0109588,0
KM+CH,birmingham,10,4,672.839413,0.0121148,0
KM+GAR,birmingham,10,4,672.839413,1.1900939,0
KM+GI,birmingham,10,4,1149.471649,0.011006,0
KM+GR,birmingham,10,4,675.8533671,0.0107651,0
BF+GI,buenos_aires,10,4,648.0239301,14.9262366,0
BFTG,buenos_aires,10,4,inf,3603600,0
CH+GI,buenos_aires,10,4,664.2627763,0.003297,0
GAC+GI,buenos_aires,10,4,1107.486077,3.7495026,0
GAC+GR,buenos_aires,10,4,621.937343,1.8172079,0
GAC+GR+BF,buenos_aires,10,4,621.937343,1.8174135,0
GACC+GI,buenos_aires,10,4,1105.620052,3.3835552,0
GACC+GR,buenos_aires,10,4,623.3937838,1.524235,0
GACC+GR+BF,buenos_aires,10,4,622.6847392,1.5244515,0
GAR+GI,buenos_aires,10,4,653.1985772,0.6134397,0
GATG,buenos_aires,10,4,621.1172428,0.6093721,0
GITG,buenos_aires,10,4,635.945146,0.004382,0
GR+GI,buenos_aires,10,4,649.2493386,2.39E-05,0
KM+BF,buenos_aires,10,4,684.4048524,0.0114764,0
KM+CH,buenos_aires,10,4,686.6138691,0.0122402,0
KM+GAR,buenos_aires,10,4,683.2773031,1.175883,0
KM+GI,buenos_aires,10,4,1120.548255,0.0109292,0
KM+GR,buenos_aires,10,4,684.4048524,0.010671,0
BF+GI,dublin,10,4,545.1999473,14.9285999,0
BFTG,dublin,10,4,inf,3603600,0
CH+GI,dublin,10,4,560.8104098,0.0033973,0
GAC+GI,dublin,10,4,933.9457146,3.7089912,0
GAC+GR,dublin,10,4,521.7169906,1.8182367,0
GAC+GR+BF,dublin,10,4,521.7169906,1.818459,0
GACC+GI,dublin,10,4,933.9457146,4.3638886,0
GACC+GR,dublin,10,4,521.7169906,1.4709467,0
GACC+GR+BF,dublin,10,4,521.7169906,1.4711789,0
GAR+GI,dublin,10,4,560.1223705,0.612067,0
GATG,dublin,10,4,525.1846584,0.6054091,0
GITG,dublin,10,4,542.5044638,0.0080818,0
GR+GI,dublin,10,4,545.669971,2.40E-05,0
KM+BF,dublin,10,4,601.5104784,0.0114625,0
KM+CH,dublin,10,4,603.349195,0.0123876,0
KM+GAR,dublin,10,4,601.5104784,1.1773661,0
KM+GI,dublin,10,4,945.141867,0.0113232,0
KM+GR,dublin,10,4,602.3581391,0.0110919,0
BF+GI,johannesburg,10,4,822.3695328,15.104294,0
BFTG,johannesburg,10,4,inf,3603600,0
CH+GI,johannesburg,10,4,836.2426774,0.0032917,0
GAC+GI,johannesburg,10,4,1375.260723,3.9292084,0
GAC+GR,johannesburg,10,4,796.9316056,1.8695317,0
GAC+GR+BF,johannesburg,10,4,796.9316056,1.8698189,0
GACC+GI,johannesburg,10,4,1368.729634,3.6854115,0
GACC+GR,johannesburg,10,4,808.2641484,1.5353245,0
GACC+GR+BF,johannesburg,10,4,808.2641484,1.5355448,0
GAR+GI,johannesburg,10,4,839.9105889,0.5875017,0
GATG,johannesburg,10,4,814.9920766,0.6025357,0
GITG,johannesburg,10,4,822.3695328,0.0044238,0
GR+GI,johannesburg,10,4,822.3695328,2.51E-05,0
KM+BF,johannesburg,10,4,904.0070421,0.0110987,0
KM+CH,johannesburg,10,4,915.9719361,0.0116978,0
KM+GAR,johannesburg,10,4,904.0070421,1.1764089,0
KM+GI,johannesburg,10,4,1378.059761,0.0104562,0
KM+GR,johannesburg,10,4,904.9366087,0.0102081,0
BF+GI,lagos,10,4,503.7089769,15.1581101,0
BFTG,lagos,10,4,inf,3603600,0
CH+GI,lagos,10,4,482.4932055,0.0034508,0
GAC+GI,lagos,10,4,798.6588728,4.2485079,0
GAC+GR,lagos,10,4,470.6321688,2.339775,0
GAC+GR+BF,lagos,10,4,469.3824115,2.33998,0
GACC+GI,lagos,10,4,794.926822,4.0830863,0
GACC+GR,lagos,10,4,471.5,1.7212778,0
GACC+GR+BF,lagos,10,4,470.9034879,1.7214944,0
GAR+GI,lagos,10,4,483.4591496,0.6126891,0
GATG,lagos,10,4,470.9034879,0.7336709,0
GITG,lagos,10,4,482.7328886,0.0056598,0
GR+GI,lagos,10,4,483.4413345,2.92E-05,0
KM+BF,lagos,10,4,577.5505737,0.0135197,0
KM+CH,lagos,10,4,585.9731436,0.0124901,0
KM+GAR,lagos,10,4,577.5505737,1.6262866,0
KM+GI,lagos,10,4,835.0463682,0.0112208,0
KM+GR,lagos,10,4,578.3164877,0.0109032,0
BF+GI,london,10,4,795.6934621,15.7407229,0
BFTG,london,10,4,inf,3603600,0
CH+GI,london,10,4,829.2764465,0.0032785,0
GAC+GI,london,10,4,1336.074189,3.8939263,0
GAC+GR,london,10,4,784.1040539,1.8267186,0
GAC+GR+BF,london,10,4,778.5338974,1.8271509,0
GACC+GI,london,10,4,1252.103046,3.6440658,0
GACC+GR,london,10,4,784.1040539,1.5240412,0
GACC+GR+BF,london,10,4,778.5338974,1.5244693,0
GAR+GI,london,10,4,828.3795051,0.5789669,0
GATG,london,10,4,794.9548328,0.5968334,0
GITG,london,10,4,778.5338974,0.0045325,0
GR+GI,london,10,4,784.1040539,2.44E-05,0
KM+BF,london,10,4,811.2311517,0.011472,0
KM+CH,london,10,4,811.2311517,0.012057,0
KM+GAR,london,10,4,811.2311517,1.1875243,0
KM+GI,london,10,4,1319.27996,0.0109094,0
KM+GR,london,10,4,811.2311517,0.010661,0
BF+GI,medina,10,4,626.0498625,15.9815944,0
BFTG,medina,10,4,inf,3603600,0
CH+GI,medina,10,4,610.8318649,0.0035739,0
GAC+GI,medina,10,4,1021.648909,4.0774006,0
GAC+GR,medina,10,4,595.9169511,1.924361,0
GAC+GR+BF,medina,10,4,595.9169511,1.9245834,0
GACC+GI,medina,10,4,1038.443137,3.9524954,0
GACC+GR,medina,10,4,600.7654262,1.4385398,0
GACC+GR+BF,medina,10,4,598.5791156,1.4389874,0
GAR+GI,medina,10,4,610.8318649,0.6694012,0
GATG,medina,10,4,603.3471696,0.6184181,0
GITG,medina,10,4,626.0498625,0.0070597,0
GR+GI,medina,10,4,626.0498625,3.39E-05,0
KM+BF,medina,10,4,795.6456448,0.0117909,0
KM+CH,medina,10,4,795.6456448,0.0124523,0
KM+GAR,medina,10,4,795.2481721,1.2212462,0
KM+GI,medina,10,4,1075.763645,0.0112162,0
KM+GR,medina,10,4,795.6456448,0.0109752,0
BF+GI,mumbai,10,4,678.004032,15.2567783,0
BFTG,mumbai,10,4,inf,3603600,0
CH+GI,mumbai,10,4,748.5984261,0.0025104,0
GAC+GI,mumbai,10,4,1106.553064,3.8355165,0
GAC+GR,mumbai,10,4,666.4180789,2.0010367,0
GAC+GR+BF,mumbai,10,4,666.4180789,2.0013467,0
GACC+GI,mumbai,10,4,1112.151141,3.5839184,0
GACC+GR,mumbai,10,4,704.6297145,1.5404336,0
GACC+GR+BF,mumbai,10,4,704.6297145,1.5406518,0
GAR+GI,mumbai,10,4,705.1307259,0.5956511,0
GATG,mumbai,10,4,680.7614655,0.7274066,0
GITG,mumbai,10,4,704.6297145,0.0053284,0
GR+GI,mumbai,10,4,680.8558208,2.65E-05,0
KM+BF,mumbai,10,4,732.2100346,0.0128705,0
KM+CH,mumbai,10,4,733.5394646,0.0141681,0
KM+GAR,mumbai,10,4,732.2100346,1.3453066,0
KM+GI,mumbai,10,4,1121.481268,0.0128693,0
KM+GR,mumbai,10,4,732.2100346,0.012662,0
BF+GI,nairobi,10,4,574.4098281,19.3265258,0
BFTG,nairobi,10,4,inf,3603600,0
CH+GI,nairobi,10,4,592.9727997,0.0037048,0
GAC+GI,nairobi,10,4,917.151486,6.2216351,0
GAC+GR,nairobi,10,4,533.0829511,1.9818344,0
GAC+GR+BF,nairobi,10,4,533.0829511,1.982198,0
GACC+GI,nairobi,10,4,917.151486,6.1912903,0
GACC+GR,nairobi,10,4,559.3490027,1.6611839,0
GACC+GR+BF,nairobi,10,4,557.9235299,1.6620633,0
GAR+GI,nairobi,10,4,563.132474,0.8232615,0
GATG,nairobi,10,4,558.2432786,0.6207855,0
GITG,nairobi,10,4,563.132474,0.0048347,0
GR+GI,nairobi,10,4,609.6954959,3.15E-05,0
KM+BF,nairobi,10,4,657.7956276,0.0116618,0
KM+CH,nairobi,10,4,658.5724196,0.0126611,0
KM+GAR,nairobi,10,4,657.7956276,1.3827686,0
KM+GI,nairobi,10,4,934.8787273,0.0115266,0
KM+GR,nairobi,10,4,665.5971657,0.0112664,0
BF+GI,new_york,10,4,673.0852499,15.3399825,0
BFTG,new_york,10,4,inf,3603600,0
CH+GI,new_york,10,4,642.7023339,0.0032363,0
GAC+GI,new_york,10,4,1044.974226,3.9041836,0
GAC+GR,new_york,10,4,597.2902182,1.959127,0
GAC+GR+BF,new_york,10,4,595.0356236,1.9595531,0
GACC+GI,new_york,10,4,1039.37615,4.3040182,0
GACC+GR,new_york,10,4,617.6931366,1.5667318,0
GACC+GR+BF,new_york,10,4,617.4887135,1.5671544,0
GAR+GI,new_york,10,4,660.2126896,0.6114912,0
GATG,new_york,10,4,610.731952,0.6995702,0
GITG,new_york,10,4,629.565744,0.0046699,0
GR+GI,new_york,10,4,630.9609216,2.81E-05,0
KM+BF,new_york,10,4,709.1560353,0.0241636,0
KM+CH,new_york,10,4,709.0866023,0.024813,0
KM+GAR,new_york,10,4,706.2660184,1.2432344,0
KM+GI,new_york,10,4,1058.036404,0.0236383,0
KM+GR,new_york,10,4,710.2369936,0.0233832,0
BF+GI,paris,10,4,612.8949908,16.0681706,0
BFTG,paris,10,4,inf,3603600,0
CH+GI,paris,10,4,631.7942097,0.0022549,0
GAC+GI,paris,10,4,996.4575656,3.8315046,0
GAC+GR,paris,10,4,576.7082781,1.8754057,0
GAC+GR+BF,paris,10,4,573.2542367,1.8758117,0
GACC+GI,paris,10,4,1001.122629,4.1257973,0
GACC+GR,paris,10,4,587.7339402,1.572528,0
GACC+GR+BF,paris,10,4,584.8234972,1.5727412,0
GAR+GI,paris,10,4,605.8235097,0.6199722,0
GATG,paris,10,4,573.9248116,0.6542144,0
GITG,paris,10,4,626.2699784,0.0047718,0
GR+GI,paris,10,4,611.0898041,2.75E-05,0
KM+BF,paris,10,4,748.2516644,0.0153941,0
KM+CH,paris,10,4,755.5227408,0.0126348,0
KM+GAR,paris,10,4,748.2516644,1.2885641,0
KM+GI,paris,10,4,1019.782883,0.0113558,0
KM+GR,paris,10,4,752.7952845,0.0110347,0
BF+GI,rio_de_janeiro,10,4,656.1412374,15.4683822,0
BFTG,rio_de_janeiro,10,4,inf,3603600,0
CH+GI,rio_de_janeiro,10,4,683.4426542,0.0035165,0
GAC+GI,rio_de_janeiro,10,4,1069.232556,4.6655531,0
GAC+GR,rio_de_janeiro,10,4,628.1564155,2.183081,0
GAC+GR+BF,rio_de_janeiro,10,4,627.5757562,2.1832912,0
GACC+GI,rio_de_janeiro,10,4,1069.232556,4.5519391,0
GACC+GR,rio_de_janeiro,10,4,654.5329551,1.7207555,0
GACC+GR+BF,rio_de_janeiro,10,4,652.6822112,1.7216144,0
GAR+GI,rio_de_janeiro,10,4,682.5972951,0.7319456,0
GATG,rio_de_janeiro,10,4,627.9499373,0.7012354,0
GITG,rio_de_janeiro,10,4,686.2893791,0.0046542,0
GR+GI,rio_de_janeiro,10,4,683.8944354,2.57E-05,0
KM+BF,rio_de_janeiro,10,4,827.0867295,0.0123696,0
KM+CH,rio_de_janeiro,10,4,827.5736683,0.0128802,0
KM+GAR,rio_de_janeiro,10,4,827.0867295,1.4310747,0
KM+GI,rio_de_janeiro,10,4,1114.017166,0.0115896,0
KM+GR,rio_de_janeiro,10,4,828.0614143,0.0113252,0
BF+GI,riyadh,10,4,532.1427005,15.0686284,0
BFTG,riyadh,10,4,inf,3603600,0
CH+GI,riyadh,10,4,554.9993932,0.0034701,0
GAC+GI,riyadh,10,4,873.299889,3.79641,0
GAC+GR,riyadh,10,4,513.2249722,1.8733553,0
GAC+GR+BF,riyadh,10,4,513.2249722,1.8735772,0
GACC+GI,riyadh,10,4,872.3668763,3.7508922,0
GACC+GR,riyadh,10,4,534.7789624,1.6230973,0
GACC+GR+BF,riyadh,10,4,532.1427005,1.6233124,0
GAR+GI,riyadh,10,4,564.6039357,0.6244267,0
GATG,riyadh,10,4,520.4229246,0.61681,0
GITG,riyadh,10,4,544.4763974,0.0044384,0
GR+GI,riyadh,10,4,549.0232092,2.46E-05,0
KM+BF,riyadh,10,4,725.6688873,0.0393081,0
KM+CH,riyadh,10,4,733.1192651,0.0131553,0
KM+GAR,riyadh,10,4,725.6688873,1.1840052,0
KM+GI,riyadh,10,4,891.0271303,0.0119192,0
KM+GR,riyadh,10,4,731.2566336,0.0115813,0
BF+GI,rome,10,4,625.147524,15.0929019,0
BFTG,rome,10,4,inf,3603600,0
CH+GI,rome,10,4,625.6545453,0.0025039,0
GAC+GI,rome,10,4,996.4575656,3.9670403,0
GAC+GR,rome,10,4,574.8674044,2.041328,0
GAC+GR+BF,rome,10,4,574.8674044,2.0416295,0
GACC+GI,rome,10,4,990.8594894,3.6117738,0
GACC+GR,rome,10,4,596.3738118,1.5595357,0
GACC+GR+BF,rome,10,4,595.7452287,1.5597907,0
GAR+GI,rome,10,4,609.316891,0.6299517,0
GATG,rome,10,4,576.6839322,0.8083602,0
GITG,rome,10,4,623.0722249,0.0046815,0
GR+GI,rome,10,4,610.4393568,2.57E-05,0
KM+BF,rome,10,4,654.4494686,0.0119135,0
KM+CH,rome,10,4,656.606578,0.0129906,0
KM+GAR,rome,10,4,654.4494686,1.2388768,0
KM+GI,rome,10,4,1010.452756,0.011956,0
KM+GR,rome,10,4,655.2273875,0.0117384,0
BF+GI,san_francisco,10,4,581.5418206,15.3853675,0
BFTG,san_francisco,10,4,inf,3603600,0
CH+GI,san_francisco,10,4,551.4949593,0.0033491,0
GAC+GI,san_francisco,10,4,930.2136638,4.1351638,0
GAC+GR,san_francisco,10,4,529.1846584,1.8979385,0
GAC+GR+BF,san_francisco,10,4,527.2608593,1.8981535,0
GACC+GI,san_francisco,10,4,927.4146257,4.0196855,0
GACC+GR,san_francisco,10,4,543.8385411,1.6001883,0
GACC+GR+BF,san_francisco,10,4,543.4200769,1.6004107,0
GAR+GI,san_francisco,10,4,576.0790376,0.6051776,0
GATG,san_francisco,10,4,535.0531362,0.7776201,0
GITG,san_francisco,10,4,587.8682176,0.0044758,0
GR+GI,san_francisco,10,4,601.8995601,2.30E-05,0
KM+BF,san_francisco,10,4,717.4717168,0.0407951,0
KM+CH,san_francisco,10,4,723.9242469,0.0130809,0
KM+GAR,san_francisco,10,4,717.4717168,1.1473299,0
KM+GI,san_francisco,10,4,956.3380194,0.011267,0
KM+GR,san_francisco,10,4,719.315058,0.01093,0
BF+GI,shanghai,10,4,839.685971,15.4149067,0
BFTG,shanghai,10,4,inf,3603600,0
CH+GI,shanghai,10,4,793.3763889,0.002394,0
GAC+GI,shanghai,10,4,1309.949833,4.5525531,0
GAC+GR,shanghai,10,4,758.4363909,1.8840001,0
GAC+GR+BF,shanghai,10,4,758.4363909,1.8843791,0
GACC+GI,shanghai,10,4,1310.882846,4.075082,0
GACC+GR,shanghai,10,4,761.9096087,1.6200706,0
GACC+GR+BF,shanghai,10,4,761.9096087,1.6205017,0
GAR+GI,shanghai,10,4,762.5092894,0.6165345,0
GATG,shanghai,10,4,764.9779861,0.7907922,0
GITG,shanghai,10,4,758.9831304,0.0087357,0
GR+GI,shanghai,10,4,767.173944,2.64E-05,0
KM+BF,shanghai,10,4,930.0358008,0.0184184,0
KM+CH,shanghai,10,4,930.5012531,0.015906,0
KM+GAR,shanghai,10,4,929.6310812,1.224255,0
KM+GI,shanghai,10,4,1339.80624,0.0141743,0
KM+GR,shanghai,10,4,930.9058362,0.0138565,0
BF+GI,sydney,10,4,669.3782514,15.2764607,0
BFTG,sydney,10,4,inf,3603600,0
CH+GI,sydney,10,4,705.2191274,0.0034021,0
GAC+GI,sydney,10,4,1066.433518,3.8235807,0
GAC+GR,sydney,10,4,632.2340317,1.9144741,0
GAC+GR+BF,sydney,10,4,632.2340317,1.9146884,0
GACC+GI,sydney,10,4,1066.433518,3.6876608,0
GACC+GR,sydney,10,4,646.986411,1.5702677,0
GACC+GR+BF,sydney,10,4,646.986411,1.5704873,0
GAR+GI,sydney,10,4,670.8922183,0.6246216,0
GATG,sydney,10,4,640.5712834,0.7165235,0
GITG,sydney,10,4,669.3782514,0.0050692,0
GR+GI,sydney,10,4,669.3782514,2.48E-05,0
KM+BF,sydney,10,4,752.6974132,0.0108167,0
KM+CH,sydney,10,4,761.0937218,0.011434,0
KM+GAR,sydney,10,4,752.6974132,1.3441932,0
KM+GI,sydney,10,4,1074.830633,0.0102402,0
KM+GR,sydney,10,4,752.6974132,0.0099942,0
BF+GI,taipei,10,4,664.052291,16.5709696,0
BFTG,taipei,10,4,inf,3603600,0
CH+GI,taipei,10,4,665.8878268,0.0024187,0
GAC+GI,taipei,10,4,1163.466839,4.1255769,0
GAC+GR,taipei,10,4,662.6710622,2.2207693,0
GAC+GR+BF,taipei,10,4,662.6710622,2.2209627,0
GACC+GI,taipei,10,4,1159.734788,4.1940835,0
GACC+GR,taipei,10,4,662.6710622,1.8434987,0
GACC+GR+BF,taipei,10,4,662.6710622,1.8437149,0
