Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GR+GI,london,15,4,1240.370589,4.64E-05,0
KM+BF,london,15,4,1297.76531,0.0541064,0
KM+CH,london,15,4,1323.366834,0.01637,0
KM+GAR,london,15,4,1297.76531,1.9645705,0
KM+GI,london,15,4,2071.288198,0.0139143,0
KM+GR,london,15,4,1304.259528,0.0132445,0
BF+GI,medina,15,4,inf,5.03E+12,0
BFTG,medina,15,4,inf,5.03E+12,0
CH+GI,medina,15,4,933.3042088,0.0110893,0
GAC+GI,medina,15,4,1554.399161,7.5117054,0
GAC+GR,medina,15,4,869,2.685538,0
GAC+GR+BF,medina,15,4,866.2050245,2.6920985,0
GACC+GI,medina,15,4,1545.069034,7.5135049,0
GACC+GR,medina,15,4,875.1903633,2.5499847,0
GACC+GR+BF,medina,15,4,869.6458199,2.5530687,0
GAR+GI,medina,15,4,904.2094298,1.0651694,0
GATG,medina,15,4,872.7483333,1.1998369,0
GITG,medina,15,4,918.4213981,0.0146688,0
GR+GI,medina,15,4,881.3807199,4.36E-05,0
KM+BF,medina,15,4,1280.201726,159.1753996,0
KM+CH,medina,15,4,1282.048832,0.0181514,0
KM+GAR,medina,15,4,1287.590594,1.2524347,0
KM+GI,medina,15,4,1593.585695,0.0144157,0
KM+GR,medina,15,4,1280.201726,0.0134269,0
BF+GI,mumbai,15,4,inf,5.03E+12,0
BFTG,mumbai,15,4,inf,5.03E+12,0
CH+GI,mumbai,15,4,1138.6433,0.0053073,0
GAC+GI,mumbai,15,4,1844.566112,6.1942162,0
GAC+GR,mumbai,15,4,1050.985288,2.0426739,0
GAC+GR+BF,mumbai,15,4,1050.985288,2.0447201,0
GACC+GI,mumbai,15,4,1834.302972,5.3461049,0
GACC+GR,mumbai,15,4,1059.092734,1.7002129,0
GACC+GR+BF,mumbai,15,4,1057.122067,1.7027336,0
GAR+GI,mumbai,15,4,1064.713157,0.773242,0
GATG,mumbai,15,4,1064.236357,0.8943887,0
GITG,mumbai,15,4,1059.533127,0.0199851,0
GR+GI,mumbai,15,4,1109.082397,3.96E-05,0
KM+BF,mumbai,15,4,1165.761956,0.0276322,0
KM+CH,mumbai,15,4,1172.906648,0.0241155,0
KM+GAR,mumbai,15,4,1165.761956,1.603094,0
KM+GI,mumbai,15,4,1875.355531,0.0224439,0
KM+GR,mumbai,15,4,1166.465925,0.0219441,0
BF+GI,nairobi,15,4,inf,5.03E+12,0
BFTG,nairobi,15,4,inf,5.03E+12,0
CH+GI,nairobi,15,4,811.4793167,0.0078735,0
GAC+GI,nairobi,15,4,1323.012011,6.4056189,0
GAC+GR,nairobi,15,4,756.7692194,2.3876748,0
GAC+GR+BF,nairobi,15,4,756.4772571,2.3897631,0
GACC+GI,nairobi,15,4,1319.27996,8.1046964,0
GACC+GR,nairobi,15,4,780.9992977,2.4940628,0
GACC+GR+BF,nairobi,15,4,780.9221549,2.5004657,0
GAR+GI,nairobi,15,4,770.1448694,0.9252875,0
GATG,nairobi,15,4,760.3719657,1.0045082,0
GITG,nairobi,15,4,774.2563863,0.0193577,0
GR+GI,nairobi,15,4,833.5241594,3.69E-05,0
KM+BF,nairobi,15,4,906.1683553,2.6318558,0
KM+CH,nairobi,15,4,922.4678593,0.0155985,0
KM+GAR,nairobi,15,4,906.9137209,1.5396726,0
KM+GI,nairobi,15,4,1361.265532,0.0133922,0
KM+GR,nairobi,15,4,913.5684474,0.0127439,0
BF+GI,new_york,15,4,inf,5.03E+12,0
BFTG,new_york,15,4,inf,5.03E+12,0
CH+GI,new_york,15,4,1068.336912,0.0078003,0
GAC+GI,new_york,15,4,1852.030213,5.9661072,0
GAC+GR,new_york,15,4,1029.032292,1.9911132,0
GAC+GR+BF,new_york,15,4,1027.456186,1.9931205,0
GACC+GI,new_york,15,4,1849.231175,6.3486546,0
GACC+GR,new_york,15,4,1033.410935,1.7405545,0
GACC+GR+BF,new_york,15,4,1031.853721,1.7426622,0
GAR+GI,new_york,15,4,1072.721607,0.7772193,0
GATG,new_york,15,4,1023.837425,0.8595125,0
GITG,new_york,15,4,1091.523941,0.0097486,0
GR+GI,new_york,15,4,1117.619332,3.68E-05,0
KM+BF,new_york,15,4,1113.990384,0.0158221,0
KM+CH,new_york,15,4,1116.08818,0.0132146,0
KM+GAR,new_york,15,4,1113.990384,1.482188,0
KM+GI,new_york,15,4,1886.551683,0.0114442,0
KM+GR,new_york,15,4,1120.415037,0.0109562,0
BF+GI,paris,15,4,inf,5.03E+12,0
BFTG,paris,15,4,inf,5.03E+12,0
CH+GI,paris,15,4,965.0835133,0.0078172,0
GAC+GI,paris,15,4,1704.614206,6.7042265,0
GAC+GR,paris,15,4,988.9045093,2.4821075,0
GAC+GR+BF,paris,15,4,981.6453722,2.4851916,0
GACC+GI,paris,15,4,1681.288889,5.9548486,0
GACC+GR,paris,15,4,962.3251115,2.080171,0
GACC+GR+BF,paris,15,4,957.4530883,2.0832935,0
GAR+GI,paris,15,4,979.6962281,0.9247725,0
GATG,paris,15,4,954.8877137,1.1182603,0
GITG,paris,15,4,989.2510121,0.0121232,0
GR+GI,paris,15,4,1007.597458,3.60E-05,0
KM+BF,paris,15,4,1148.495526,0.0430348,0
KM+CH,paris,15,4,1155.628158,0.0158019,0
KM+GAR,paris,15,4,1148.495526,1.8173041,0
KM+GI,paris,15,4,1718.609397,0.0132461,0
KM+GR,paris,15,4,1153.976769,0.0127838,0
BF+GI,rio_de_janeiro,15,4,inf,5.03E+12,0
BFTG,rio_de_janeiro,15,4,inf,5.03E+12,0
CH+GI,rio_de_janeiro,15,4,818.2966555,0.0080953,0
GAC+GI,rio_de_janeiro,15,4,1416.313281,6.7081337,0
GAC+GR,rio_de_janeiro,15,4,801.4180789,2.2145211,0
GAC+GR+BF,rio_de_janeiro,15,4,799.9486237,2.2167531,0
GACC+GI,rio_de_janeiro,15,4,1412.581231,7.2353529,0
GACC+GR,rio_de_janeiro,15,4,811.0388106,1.9538598,0
GACC+GR+BF,rio_de_janeiro,15,4,807.1121407,2.2901302,0
GAR+GI,rio_de_janeiro,15,4,875.49046,0.9556115,0
GATG,rio_de_janeiro,15,4,802.884848,0.9296614,0
GITG,rio_de_janeiro,15,4,843.1947788,0.0097231,0
GR+GI,rio_de_janeiro,15,4,894.957199,3.54E-05,0
KM+BF,rio_de_janeiro,15,4,952.3010387,1.9980675,0
KM+CH,rio_de_janeiro,15,4,959.2526747,0.0143799,0
KM+GAR,rio_de_janeiro,15,4,954.4516815,1.6668357,0
KM+GI,rio_de_janeiro,15,4,1447.102701,0.0113868,0
KM+GR,rio_de_janeiro,15,4,956.6840004,0.0107694,0
BF+GI,riyadh,15,4,inf,5.03E+12,0
BFTG,riyadh,15,4,inf,5.03E+12,0
CH+GI,riyadh,15,4,955.259911,0.0078718,0
GAC+GI,riyadh,15,4,1645.834406,5.8506398,0
GAC+GR,riyadh,15,4,1005.537989,2.3387321,0
GAC+GR+BF,riyadh,15,4,1000.864953,2.340924,0
GACC+GI,riyadh,15,4,1657.030559,6.7487848,0
GACC+GR,riyadh,15,4,951.8594924,1.9542205,0
GACC+GR+BF,riyadh,15,4,948.0145181,1.9592564,0
GAR+GI,riyadh,15,4,951.6948809,0.9304424,0
GATG,riyadh,15,4,940.105555,0.8560815,0
GITG,riyadh,15,4,950.6569625,0.0095954,0
GR+GI,riyadh,15,4,954.4202157,3.66E-05,0
KM+BF,riyadh,15,4,1154.500495,0.0194865,0
KM+CH,riyadh,15,4,1159.865719,0.0132892,0
KM+GAR,riyadh,15,4,1154.500495,1.4422517,0
KM+GI,riyadh,15,4,1677.556838,0.0110316,0
KM+GR,riyadh,15,4,1159.692225,0.0105297,0
BF+GI,rome,15,4,inf,5.03E+12,0
BFTG,rome,15,4,inf,5.03E+12,0
CH+GI,rome,15,4,974.4869721,0.0055634,0
GAC+GI,rome,15,4,1742.867727,5.9073826,0
GAC+GR,rome,15,4,962.0792599,2.0515909,0
GAC+GR+BF,rome,15,4,959.8050914,2.053689,0
GACC+GI,rome,15,4,1737.269651,6.0365538,0
GACC+GR,rome,15,4,963.1083614,1.7162263,0
GACC+GR+BF,rome,15,4,958.9034879,1.7189138,0
GAR+GI,rome,15,4,988.627254,0.7764604,0
GATG,rome,15,4,975.1063957,0.9194373,0
GITG,rome,15,4,979.2154535,0.0095902,0
GR+GI,rome,15,4,994.0714746,3.59E-05,0
KM+BF,rome,15,4,1145.949472,0.2460689,0
KM+CH,rome,15,4,1159.826118,0.0143025,0
KM+GAR,rome,15,4,1145.949472,1.6194245,0
KM+GI,rome,15,4,1756.862918,0.0118162,0
KM+GR,rome,15,4,1148.724205,0.0112768,0
BF+GI,san_francisco,15,4,inf,5.03E+12,0
BFTG,san_francisco,15,4,inf,5.03E+12,0
CH+GI,san_francisco,15,4,845.026124,0.0102148,0
GAC+GI,san_francisco,15,4,1511.480577,6.1289113,0
GAC+GR,san_francisco,15,4,834.2849025,2.0505825,0
GAC+GR+BF,san_francisco,15,4,831.4776429,2.0527182,0
GACC+GI,san_francisco,15,4,1502.15045,6.524447,0
GACC+GR,san_francisco,15,4,839.9821353,1.8061615,0
GACC+GR+BF,san_francisco,15,4,838.3365883,1.8082903,0
GAR+GI,san_francisco,15,4,893.3821685,0.7813536,0
GATG,san_francisco,15,4,840.542854,0.8462732,0
GITG,san_francisco,15,4,845.261259,0.0101462,0
GR+GI,san_francisco,15,4,859.1634277,3.77E-05,0
KM+BF,san_francisco,15,4,970.3728979,0.0389238,0
KM+CH,san_francisco,15,4,974.835139,0.0139505,0
KM+GAR,san_francisco,15,4,970.2471358,1.5083262,0
KM+GI,san_francisco,15,4,1529.207818,0.0118359,0
KM+GR,san_francisco,15,4,978.1275768,0.0113051,0
BF+GI,shanghai,15,4,inf,5.03E+12,0
BFTG,shanghai,15,4,inf,5.03E+12,0
CH+GI,shanghai,15,4,1242.545686,0.005055,0
GAC+GI,shanghai,15,4,2054.49397,6.9645353,0
GAC+GR,shanghai,15,4,1142.173403,2.268532,0
GAC+GR+BF,shanghai,15,4,1141.656854,2.2742088,0
GACC+GI,shanghai,15,4,2051.694931,7.1600873,0
GACC+GR,shanghai,15,4,1177.749419,1.6345045,0
GACC+GR+BF,shanghai,15,4,1175.600824,1.6372493,0
GAR+GI,shanghai,15,4,1198.490565,1.2688056,0
GATG,shanghai,15,4,1146.089003,0.8215739,0
GITG,shanghai,15,4,1185.763051,0.0114802,0
GR+GI,shanghai,15,4,1206.699143,3.43E-05,0
KM+BF,shanghai,15,4,1501.939001,16.7889493,0
KM+CH,shanghai,15,4,1522.416111,0.0136105,0
KM+GAR,shanghai,15,4,1502.867958,1.2726678,0
KM+GI,shanghai,15,4,2083.417363,0.0115997,0
KM+GR,shanghai,15,4,1506.792609,0.0108522,0
BF+GI,sydney,15,4,inf,5.03E+12,0
BFTG,sydney,15,4,inf,5.03E+12,0
CH+GI,sydney,15,4,878.7397786,0.0089753,0
GAC+GI,sydney,15,4,1504.016475,6.2438304,0
GAC+GR,sydney,15,4,854.041523,2.089463,0
GAC+GR+BF,sydney,15,4,851,2.0946003,0
GACC+GI,sydney,15,4,1503.083463,6.1167819,0
GACC+GR,sydney,15,4,894.4253258,2.1084362,0
GACC+GR+BF,sydney,15,4,890.4716412,2.1109726,0
GAR+GI,sydney,15,4,879.1975719,0.8406839,0
GATG,sydney,15,4,855.844772,1.0597049,0
GITG,sydney,15,4,875.0477606,0.0095802,0
GR+GI,sydney,15,4,864.3933751,4.16E-05,0
KM+BF,sydney,15,4,1036.928402,0.0201374,0
KM+CH,sydney,15,4,1042.387186,0.0143801,0
KM+GAR,sydney,15,4,1036.928402,1.4673761,0
KM+GI,sydney,15,4,1539.470958,0.0117321,0
KM+GR,sydney,15,4,1039.724811,0.0112266,0
BF+GI,taipei,15,4,inf,5.03E+12,0
BFTG,taipei,15,4,inf,5.03E+12,0
CH+GI,taipei,15,4,1055.793216,0.0050514,0
GAC+GI,taipei,15,4,1824.039832,5.9482353,0
GAC+GR,taipei,15,4,1011.799802,2.0746527,0
GAC+GR+BF,taipei,15,4,1010.184871,2.0767211,0
GACC+GI,taipei,15,4,1812.84368,5.8993028,0
GACC+GR,taipei,15,4,1070.788386,1.9200309,0
GACC+GR+BF,taipei,15,4,1070.268342,1.9221714,0
GAR+GI,taipei,15,4,1095.856307,0.7886536,0
GATG,taipei,15,4,1013.94602,1.0270002,0
GITG,taipei,15,4,1005.483315,0.0095973,0
GR+GI,taipei,15,4,1021.477767,3.69E-05,0
KM+BF,taipei,15,4,1190.44893,0.0160779,0
KM+CH,taipei,15,4,1192.363062,0.012892,0
KM+GAR,taipei,15,4,1190.44893,1.5657026,0
KM+GI,taipei,15,4,1840.834061,0.0111105,0
KM+GR,taipei,15,4,1191.500483,0.0106233,0
BF+GI,tokyo,15,4,inf,5.03E+12,0
BFTG,tokyo,15,4,inf,5.03E+12,0
CH+GI,tokyo,15,4,1118.362749,0.0084939,0
GAC+GI,tokyo,15,4,1903.345912,5.6426772,0
GAC+GR,tokyo,15,4,1052.997282,2.0094987,0
GAC+GR+BF,tokyo,15,4,1051.768602,2.0115866,0
GACC+GI,tokyo,15,4,1896.814823,6.2520515,0
GACC+GR,tokyo,15,4,1079.11569,1.7640216,0
GACC+GR+BF,tokyo,15,4,1078.786966,1.7666051,0
GAR+GI,tokyo,15,4,1135.988861,0.7824954,0
GATG,tokyo,15,4,1058.829947,0.8369166,0
GITG,tokyo,15,4,1100.129297,0.0094332,0
GR+GI,tokyo,15,4,1063.876047,4.19E-05,0
KM+BF,tokyo,15,4,1329.850796,0.0430062,0
KM+CH,tokyo,15,4,1342.187238,0.0139014,0
KM+GAR,tokyo,15,4,1329.850796,1.4427172,0
KM+GI,tokyo,15,4,1920.14014,0.0116648,0
KM+GR,tokyo,15,4,1333.053982,0.0111204,0
BF+GI,vancouver,15,4,inf,5.03E+12,0
BFTG,vancouver,15,4,inf,5.03E+12,0
CH+GI,vancouver,15,4,807.739403,0.013586,0
GAC+GI,vancouver,15,4,1431.241485,6.114914,0
GAC+GR,vancouver,15,4,805.1026314,2.0638125,0
GAC+GR+BF,vancouver,15,4,805.1026314,2.0660113,0
GACC+GI,vancouver,15,4,1423.777383,7.7134089,0
GACC+GR,vancouver,15,4,812.7179311,1.6985533,0
GACC+GR+BF,vancouver,15,4,812.0083322,1.7016268,0
GAR+GI,vancouver,15,4,826.7121265,0.8148844,0
GATG,vancouver,15,4,804.0623745,0.8663874,0
GITG,vancouver,15,4,822.7450977,0.0107354,0
GR+GI,vancouver,15,4,839.5244264,3.39E-05,0
KM+BF,vancouver,15,4,964.9167052,0.2357352,0
KM+CH,vancouver,15,4,970.3067312,0.0170321,0
KM+GAR,vancouver,15,4,964.9167052,1.5323575,0
KM+GI,vancouver,15,4,1468.561993,0.0149817,0
KM+GR,vancouver,15,4,967.88271,0.0144137,0
BF+GI,addis_ababa,15,5,inf,1.01E+14,0
BFTG,addis_ababa,15,5,inf,1.01E+14,0
CH+GI,addis_ababa,15,5,639.6093471,0.0081585,0
GAC+GI,addis_ababa,15,5,1115.780305,5.4644205,0
GAC+GR,addis_ababa,15,5,614.4680391,2.148103,0
GAC+GR+BF,addis_ababa,15,5,614.1632763,2.1495315,0
GACC+GI,addis_ababa,15,5,1112.391451,5.468065,0
GACC+GR,addis_ababa,15,5,630.7707978,1.7544164,0
GACC+GR+BF,addis_ababa,15,5,629.5525541,1.7559904,0
GAR+GI,addis_ababa,15,5,669.9767058,0.7868429,0
GATG,addis_ababa,15,5,616.0541044,0.815139,0
GITG,addis_ababa,15,5,668.9011691,0.0105162,0
GR+GI,addis_ababa,15,5,669.7460355,3.64E-05,0
KM+BF,addis_ababa,15,5,695.8806343,0.0398159,0
KM+CH,addis_ababa,15,5,697.7282627,0.0150114,0
KM+GAR,addis_ababa,15,5,695.6108776,1.6285555,0
KM+GI,addis_ababa,15,5,1131.03015,0.0128776,0
KM+GR,addis_ababa,15,5,697.6257158,0.0124109,0
BF+GI,amsterdam,15,5,inf,1.01E+14,0
BFTG,amsterdam,15,5,inf,1.01E+14,0
CH+GI,amsterdam,15,5,756.1350772,0.0078709,0
GAC+GI,amsterdam,15,5,1233.542995,5.4980571,0
GAC+GR,amsterdam,15,5,705.7509926,2.1079137,0
GAC+GR+BF,amsterdam,15,5,703.8565678,2.1090787,0
GACC+GI,amsterdam,15,5,1229.306927,5.1526219,0
GACC+GR,amsterdam,15,5,inf,1.2189992,0
GACC+GR+BF,amsterdam,15,5,inf,19800,0
GAR+GI,amsterdam,15,5,758.2125748,0.7937026,0
GATG,amsterdam,15,5,722.5086179,0.8072552,0
GITG,amsterdam,15,5,753.4744774,0.0105213,0
GR+GI,amsterdam,15,5,765.4959059,3.32E-05,0
KM+BF,amsterdam,15,5,827.8190263,0.0126783,0
KM+CH,amsterdam,15,5,832.7600616,0.0130553,0
KM+GAR,amsterdam,15,5,827.5116656,1.6058769,0
KM+GI,amsterdam,15,5,1271.667607,0.0113054,0
KM+GR,amsterdam,15,5,831.1916364,0.0108334,0
BF+GI,auckland,15,5,inf,1.01E+14,0
BFTG,auckland,15,5,inf,1.01E+14,0
CH+GI,auckland,15,5,840.1074911,0.0079263,0
GAC+GI,auckland,15,5,1393.666365,5.2612656,0
GAC+GR,auckland,15,5,778.9768059,2.1240849,0
GAC+GR+BF,auckland,15,5,777.5159303,2.1249562,0
GACC+GI,auckland,15,5,1394.513578,6.0382855,0
GACC+GR,auckland,15,5,798.936446,1.8533195,0
GACC+GR+BF,auckland,15,5,796.7164928,1.8549535,0
GAR+GI,auckland,15,5,853.1461452,0.7639678,0
GATG,auckland,15,5,781.9363287,0.7743,0
GITG,auckland,15,5,851.2145753,0.0105362,0
GR+GI,auckland,15,5,847.4937345,3.57E-05,0
KM+BF,auckland,15,5,930.5611039,0.0387148,0
KM+CH,auckland,15,5,932.7331458,0.0130233,0
KM+GAR,auckland,15,5,930.1358,1.6234099,0
KM+GI,auckland,15,5,1414.846704,0.0112271,0
KM+GR,auckland,15,5,932.7951116,0.0107622,0
BF+GI,barcelona,15,5,inf,1.01E+14,0
BFTG,barcelona,15,5,inf,1.01E+14,0
CH+GI,barcelona,15,5,895.1012237,0.0052183,0
GAC+GI,barcelona,15,5,1460.596239,5.5752643,0
GAC+GR,barcelona,15,5,819.3190815,2.0996386,0
GAC+GR+BF,barcelona,15,5,817.7445518,2.1004464,0
GACC+GI,barcelona,15,5,1458.054598,5.429385,0
GACC+GR,barcelona,15,5,823.6778683,1.3295854,0
GACC+GR+BF,barcelona,15,5,821.4210371,1.3304325,0
GAR+GI,barcelona,15,5,871.3405409,0.7793185,0
GATG,barcelona,15,5,822.5784423,0.8249414,0
GITG,barcelona,15,5,887.9587029,0.0105016,0
GR+GI,barcelona,15,5,903.6279701,3.51E-05,0
KM+BF,barcelona,15,5,1135.799169,1.7530627,0
KM+CH,barcelona,15,5,1164.578043,0.0149088,0
KM+GAR,barcelona,15,5,1135.799169,1.4944791,0
KM+GI,barcelona,15,5,1492.790355,0.0125048,0
KM+GR,barcelona,15,5,1140.850755,0.0118689,0
BF+GI,berlin,15,5,inf,1.01E+14,0
BFTG,berlin,15,5,inf,1.01E+14,0
CH+GI,berlin,15,5,938.540921,0.0319437,0
GAC+GI,berlin,15,5,1535.998249,5.5293303,0
GAC+GR,berlin,15,5,850.1358318,2.1389166,0
GAC+GR+BF,berlin,15,5,849.5224082,2.1397536,0
GACC+GI,berlin,15,5,1519.053977,5.974996,0
GACC+GR,berlin,15,5,881.8536419,1.780398,0
GACC+GR+BF,berlin,15,5,881.4678497,1.7812135,0
GAR+GI,berlin,15,5,921.1598627,0.7406309,0
GATG,berlin,15,5,877.6684414,0.8324211,0
GITG,berlin,15,5,937.2429845,0.0108567,0
GR+GI,berlin,15,5,934.4483773,3.35E-05,0
KM+BF,berlin,15,5,1059.585751,0.0413107,0
KM+CH,berlin,15,5,1067.898078,0.0138752,0
KM+GAR,berlin,15,5,1059.585751,1.6527312,0
KM+GI,berlin,15,5,1547.859239,0.0123181,0
KM+GR,berlin,15,5,1062.078878,0.0117109,0
BF+GI,birmingham,15,5,inf,1.01E+14,0
BFTG,birmingham,15,5,inf,1.01E+14,0
CH+GI,birmingham,15,5,925.7834047,0.0078595,0
GAC+GI,birmingham,15,5,1547.012025,5.5133136,0
GAC+GR,birmingham,15,5,874.7506366,2.0922214,0
GAC+GR+BF,birmingham,15,5,866.162192,2.0929939,0
GACC+GI,birmingham,15,5,1544.470385,6.4632485,0
GACC+GR,birmingham,15,5,864.0743301,1.7954297,0
GACC+GR+BF,birmingham,15,5,862.486815,1.7962501,0
GAR+GI,birmingham,15,5,936.1496572,0.7453761,0
GATG,birmingham,15,5,867.0851039,0.7834734,0
GITG,birmingham,15,5,931.197126,0.0104941,0
GR+GI,birmingham,15,5,949.921777,3.69E-05,0
KM+BF,birmingham,15,5,976.1720846,0.0171043,0
KM+CH,birmingham,15,5,983.255934,0.0146806,0
KM+GAR,birmingham,15,5,975.1739456,1.6177737,0
KM+GI,birmingham,15,5,1558.873016,0.0131338,0
KM+GR,birmingham,15,5,980.727615,0.0127047,0
BF+GI,buenos_aires,15,5,inf,1.01E+14,0
BFTG,buenos_aires,15,5,inf,1.01E+14,0
CH+GI,buenos_aires,15,5,1036.127722,0.0082132,0
GAC+GI,buenos_aires,15,5,1713.913104,5.2869163,0
GAC+GR,buenos_aires,15,5,938.1725166,2.1301264,0
GAC+GR+BF,buenos_aires,15,5,936.6455519,2.1309106,0
GACC+GI,buenos_aires,15,5,1709.677036,5.231918,0
GACC+GR,buenos_aires,15,5,968.9907594,1.7378738,0
GACC+GR+BF,buenos_aires,15,5,968.9907594,1.739135,0
GAR+GI,buenos_aires,15,5,1038.314112,0.7410118,0
GATG,buenos_aires,15,5,960.4715218,0.7953954,0
GITG,buenos_aires,15,5,1030.642713,0.0135566,0
GR+GI,buenos_aires,15,5,1036.181365,3.43E-05,0
KM+BF,buenos_aires,15,5,1153.715443,0.2168448,0
KM+CH,buenos_aires,15,5,1157.858568,0.0152178,0
KM+GAR,buenos_aires,15,5,1153.715443,1.6015017,0
KM+GI,buenos_aires,15,5,1735.940657,0.0124998,0
KM+GR,buenos_aires,15,5,1155.372509,0.0119769,0
BF+GI,dublin,15,5,inf,1.01E+14,0
BFTG,dublin,15,5,inf,1.01E+14,0
CH+GI,dublin,15,5,851.2613172,0.0078629,0
GAC+GI,dublin,15,5,1439.415899,5.1967456,0
GAC+GR,dublin,15,5,806.1602901,2.1264833,0
GAC+GR+BF,dublin,15,5,804.3161359,2.1277041,0
GACC+GI,dublin,15,5,1448.735248,6.8963099,0
GACC+GR,dublin,15,5,822.0744461,1.4267827,0
GACC+GR+BF,dublin,15,5,820.5711854,1.4275929,0
GAR+GI,dublin,15,5,851.7140696,0.7725032,0
GATG,dublin,15,5,813.9722604,0.7863848,0
GITG,dublin,15,5,867.2123941,0.0148036,0
GR+GI,dublin,15,5,857.160393,3.48E-05,0
KM+BF,dublin,15,5,969.1740403,0.042714,0
KM+CH,dublin,15,5,980.035635,0.0140534,0
KM+GAR,dublin,15,5,969.1740403,1.6101446,0
KM+GI,dublin,15,5,1463.985093,0.0119708,0
KM+GR,dublin,15,5,977.5615073,0.0114773,0
BF+GI,johannesburg,15,5,inf,1.01E+14,0
BFTG,johannesburg,15,5,inf,1.01E+14,0
CH+GI,johannesburg,15,5,1110.047006,0.0080403,0
GAC+GI,johannesburg,15,5,1810.495454,5.4682827,0
GAC+GR,johannesburg,15,5,1021.00251,2.1163633,0
GAC+GR+BF,johannesburg,15,5,1017.67472,2.1171459,0
GACC+GI,johannesburg,15,5,1786.773473,5.13466,0
GACC+GR,johannesburg,15,5,1052.602596,1.8174065,0
GACC+GR+BF,johannesburg,15,5,1047.938407,1.8182276,0
GAR+GI,johannesburg,15,5,1098.956616,0.7715785,0
GATG,johannesburg,15,5,1031.184129,0.8052045,0
GITG,johannesburg,15,5,1093.76166,0.0307881,0
GR+GI,johannesburg,15,5,1107.226408,3.67E-05,0
KM+BF,johannesburg,15,5,1115.779554,0.0120725,0
KM+CH,johannesburg,15,5,1120.503256,0.0127785,0
KM+GAR,johannesburg,15,5,1115.779554,1.6220521,0
KM+GI,johannesburg,15,5,1794.398395,0.0110774,0
KM+GR,johannesburg,15,5,1120.503256,0.0106525,0
BF+GI,lagos,15,5,inf,1.01E+14,0
BFTG,lagos,15,5,inf,1.01E+14,0
CH+GI,lagos,15,5,839.6843442,0.0082561,0
GAC+GI,lagos,15,5,1419.929986,5.5654044,0
GAC+GR,lagos,15,5,790.0479014,2.1287322,0
GAC+GR+BF,lagos,15,5,788.9187192,2.1295203,0
GACC+GI,lagos,15,5,1411.45785,5.7088353,0
GACC+GR,lagos,15,5,810.2315882,1.7614141,0
GACC+GR+BF,lagos,15,5,808.1252031,1.7626831,0
GAR+GI,lagos,15,5,855.5074908,0.7685023,0
GATG,lagos,15,5,807.7421952,0.8198147,0
GITG,lagos,15,5,857.4362422,0.0107005,0
GR+GI,lagos,15,5,854.3973237,3.65E-05,0
KM+BF,lagos,15,5,965.3762085,0.0162894,0
KM+CH,lagos,15,5,986.0776045,0.0138889,0
KM+GAR,lagos,15,5,965.0357793,1.6156165,0
KM+GI,lagos,15,5,1435.179831,0.0121291,0
KM+GR,lagos,15,5,967.3877723,0.0116755,0
BF+GI,london,15,5,inf,1.01E+14,0
BFTG,london,15,5,inf,1.01E+14,0
CH+GI,london,15,5,1085.553261,0.0077052,0
GAC+GI,london,15,5,1705.440968,5.6195939,0
GAC+GR,london,15,5,1028.148763,2.1370291,0
GAC+GR+BF,london,15,5,1027.245156,2.1378093,0
GACC+GI,london,15,5,1696.121618,6.0692556,0
GACC+GR,london,15,5,1008.296066,1.7903369,0
GACC+GR+BF,london,15,5,1007.684646,1.7916322,0
GAR+GI,london,15,5,1052.838522,0.7660285,0
GATG,london,15,5,1042.733896,0.8126549,0
GITG,london,15,5,1070.670561,0.0104126,0
GR+GI,london,15,5,1096.552701,3.55E-05,0
KM+BF,london,15,5,1073.688158,0.016353,0
KM+CH,london,15,5,1073.688158,0.0147995,0
KM+GAR,london,15,5,1073.688158,1.6055177,0
KM+GI,london,15,5,1762.204279,0.0121003,0
KM+GR,london,15,5,1087.657087,0.011667,0
BF+GI,medina,15,5,inf,1.01E+14,0
BFTG,medina,15,5,inf,1.01E+14,0
CH+GI,medina,15,5,809.2232392,0.0055615,0
GAC+GI,medina,15,5,1348.764044,5.3415865,0
GAC+GR,medina,15,5,740.2801115,2.1448029,0
GAC+GR+BF,medina,15,5,736.6631879,2.1456124,0
GACC+GI,medina,15,5,1353.000112,6.1792675,0
GACC+GR,medina,15,5,750.9213801,1.4608193,0
GACC+GR+BF,medina,15,5,750.9213801,1.4617301,0
GAR+GI,medina,15,5,806.5050522,0.7602058,0
GATG,medina,15,5,753.998056,0.8029324,0
GITG,medina,15,5,812.3930842,0.0106395,0
GR+GI,medina,15,5,798.0732301,3.34E-05,0
KM+BF,medina,15,5,939.404716,0.0193561,0
KM+CH,medina,15,5,941.2343958,0.0140671,0
KM+GAR,medina,15,5,939.404716,1.6036032,0
KM+GI,medina,15,5,1390.27751,0.0111885,0
KM+GR,medina,15,5,944.5444893,0.0106983,0
BF+GI,mumbai,15,5,inf,1.01E+14,0
BFTG,mumbai,15,5,inf,1.01E+14,0
CH+GI,mumbai,15,5,1162.486399,0.0080595,0
GAC+GI,mumbai,15,5,1804.564958,5.5948708,0
GAC+GR,mumbai,15,5,1058.068552,2.1739349,0
GAC+GR+BF,mumbai,15,5,1057.266802,2.1753535,0
GACC+GI,mumbai,15,5,1773.218055,5.2549531,0
GACC+GR,mumbai,15,5,1093.306645,1.8074133,0
